#iteration sample
-1   0.2076  0.70217 0.800677
-1 0.649785 0.533599 0.676894
-1 0.564426  0.80703 0.975338
-1 0.755221 0.910975 0.585527
-1 0.979968 0.926279 0.725275
-1 0.801638 0.450618 0.596348
-1  0.288922  0.150586 0.0502938
-1   0.34533  0.774119 0.0546648
-1  0.171447  0.489701 0.0855562
-1  0.269487  0.772433 0.0481611
0 3.87176e-09           1     0.37037
1 3.13613e-07    0.143423    0.974242
2 3.48459e-08    0.703748 3.48459e-08
3 0.234169 0.603744 0.399216
4 0.238432 0.653756 0.231554
5 0.243349 0.704936 0.236111
6 0.257602 0.659325 0.217274
7 0.153559 0.668267 0.252324
8 0.226679 0.666668  0.26813
9 0.316872        1 0.192515
10    0.333331 2.82251e-06    0.409843
11 0.213507 0.645176 0.236651
12    0.333333           1 1.59332e-11
13 0.180794  0.78262 0.227585
14 0.226363 0.681527 0.243637
15 8.46754e-06    0.767303    0.999992
16 0.275644  0.59084 0.287075
17 0.313951 0.888355  0.30821
18 1.04538e-07 3.13613e-07 3.13613e-07
19 0.246228  0.64952 0.260402
20 0.252832 0.459305 0.257506
21 0.245618 0.523472 0.254458
22 0.222221 0.736623  0.25926
23 0.237997 0.778006 0.220622
24 0.237617 0.777779 0.220797
25 0.237619 0.777786 0.221604
26 0.237921 0.777778 0.219478
27 0.239369 0.783951 0.216049
28 0.222222 0.753086 0.234568
29 0.252003 0.485266 0.271004
30 0.270925 0.420155 0.225392
31 0.209857 0.415596 0.252573
32 0.238678 0.472641 0.241071
33 0.240741  0.58642 0.253086
34 0.236626 0.635802 0.244856
35 0.233882 0.759259 0.231139
36 0.240741 0.549383 0.240741
37 0.222214 0.772265 0.226363
38           1 3.48459e-08    0.947569
39 0.237108 0.565252 0.259259
40 0.222214 0.753078 0.222231
41 0.222219 0.752626 0.222223
42 0.221536 0.751029 0.222908
43 0.221536 0.751029 0.222908
44 0.222197 0.751638 0.222248
45 0.222197 0.750318 0.222248
46 0.222146 0.748946 0.222298
47 0.221994 0.748743 0.222908
48 0.222146 0.751638 0.222298
49 0.222214 0.751712 0.222231
50 0.222197 0.751689 0.222248
51 0.222219 0.751712 0.222225
52 0.222146 0.750267 0.222451
53 0.222197 0.751638 0.222298
54 0.221994 0.751486 0.222451
55 0.221994 0.748743 0.222451
56 0.221994 0.751486 0.222451
57 0.222146 0.750114 0.222298
58 0.222197 0.751689 0.222248
59 0.222146 0.750114 0.222451
60 0.222146 0.748895 0.222298
61 0.221536 0.748743 0.222908
62 0.222197 0.750267 0.222248
63 0.222146 0.748743 0.222298
64 0.222146 0.748946 0.222248
65 0.222146 0.751181 0.222298
66 0.221994 0.750114 0.222451
67 0.222146 0.750318 0.222248
68 0.221994 0.751029 0.222451
69 0.222197 0.748946 0.222298
70 0.222197 0.748895 0.222248
71 0.221536 0.751029 0.222908
72 0.222146 0.748895 0.222451
73 0.222146 0.748895 0.222298
74 0.222146 0.750114 0.222298
75 0.222146 0.748895 0.222298
76 0.222146 0.751029 0.222451
77 0.222146 0.751232 0.222248
78 0.221994 0.748743 0.222298
79 0.221994 0.748895 0.222451
80 0.222146 0.750267 0.222298
81 0.221994 0.750114 0.222451
82 0.222197 0.751554 0.222231
83 0.222146 0.750572 0.222451
84 0.221994 0.750572 0.222451
85 0.192222 0.707319 0.313968
86 0.222214 0.751401 0.222231
87 0.222214 0.750318 0.222231
88 0.222222  0.75141 0.222223
89 0.222214 0.751255 0.222231
90 0.221994 0.748895 0.222298
91 0.222214 0.751255 0.222225
92 0.222221 0.751256 0.222223
93 0.222214 0.751249 0.222231
94 0.221689 0.748946 0.222298
95 0.221536 0.748285 0.222908
96 0.221689 0.748895 0.222298
97 0.221536 0.746914 0.222908
98 0.222197 0.750318 0.222248
99 0.222146 0.750267 0.222248
100 0.222214 0.750334 0.222231
101 0.222214 0.750318 0.222248
102 0.222214 0.750334 0.222231
103 0.222219  0.75034 0.222231
104 0.222197 0.750267 0.222298
105 0.222219  0.75034 0.222231
106 0.222146 0.750318 0.222298
107 0.222197 0.750267 0.222248
108 0.221841 0.748895 0.222298
109 0.221943 0.748946 0.222298
110 0.222197 0.750318 0.222248
111 0.221943 0.748895 0.222298
112 0.221536 0.748895 0.222298
113 0.222219  0.75034 0.222225
114 0.222197 0.750334 0.222248
115 0.221943 0.748963 0.222248
116 0.222219  0.75034 0.222225
117 0.221536 0.748285 0.222451
118 0.222197 0.750318 0.222231
119 0.221757 0.748963 0.222231
120 0.222146 0.750318 0.222248
121 0.221689 0.748946 0.222248
122 0.222197 0.750334 0.222248
123 0.222214 0.750334 0.222231
124 0.221909 0.748946 0.222231
125 0.222146 0.750318 0.222248
126 0.221909 0.748963 0.222248
127 0.221943 0.748963 0.222248
128  0.22174 0.748963 0.222231
129 0.221994 0.748946 0.222248
130 0.221536 0.748285 0.222451
131 0.221757 0.748946 0.222231
132 0.221943 0.748946 0.222298
133 0.222197 0.750334 0.222248
134 0.221841 0.748946 0.222298
135 0.221536 0.748895 0.222451
136 0.222197 0.750334 0.222248
137 0.221994 0.748743 0.222451
138  0.22174 0.748946 0.222298
139 0.221841 0.748946 0.222248
140 0.221915 0.748963 0.222231
141 0.220848 0.740738 0.222231
142 0.221747 0.748511 0.222225
143 0.221689 0.748489 0.222298
144 0.221689 0.748489 0.222248
145  0.22174 0.748489 0.222248
146 0.221745 0.748505 0.222225
147 0.221762 0.748799 0.222225
148  0.22174 0.748743 0.222231
149  0.22176 0.748513 0.222225
150  0.22174 0.748438 0.222248
151 0.221762 0.748511 0.222223
152 0.221764 0.748818 0.222223
153 0.221757 0.748505 0.222231
154 0.221689 0.748793 0.222248
155 0.221764 0.748665 0.222223
