#iteration sample
156  0.22174 0.748505 0.222231
157 0.221757 0.748489 0.222231
158 0.221762 0.748919 0.222223
159  0.22174 0.748844 0.222248
160 0.220165 0.746914  0.22428
161 0.220622 0.747371 0.222451
162 0.221536  0.74859 0.222298
163 0.221536 0.748438 0.222248
164 0.221587  0.74859 0.222298
165  0.22161 0.748664 0.222225
166 0.221536 0.748285 0.222451
167  0.22161 0.748664 0.222225
168  0.22161 0.748664 0.222231
169 0.221638 0.748743 0.222248
170 0.221612 0.748665 0.222223
171  0.22161 0.748658 0.222231
172 0.221638 0.748793 0.222248
173 0.221662 0.748801 0.222223
174  0.22161 0.748505 0.222225
175 0.221655  0.74881 0.222231
176 0.221662 0.748816 0.222223
177 0.221452 0.747591 0.222231
178 0.221677 0.748844 0.222225
179 0.221689 0.748861 0.222231
180 0.221536 0.748743 0.222451
181 0.221661 0.748816 0.222231
182  0.22161 0.748797 0.222225
183 0.221672 0.748816 0.222231
184 0.221655 0.748664 0.222231
185 0.221587 0.748489 0.222248
186 0.221536 0.748743 0.222298
187 0.221689 0.748895 0.222248
188 0.221655 0.748664 0.222231
189 0.221689 0.748878 0.222248
190  0.22161 0.748513 0.222225
191  0.22161 0.748765 0.222225
192 0.220622 0.746914 0.222908
193 0.221604 0.748641 0.222248
194 0.221612 0.748513 0.222223
195 0.221612 0.748767 0.222223
196 0.221689 0.748878 0.222225
197 0.221587 0.748793 0.222248
198 0.221612 0.748666 0.222223
199  0.22161 0.748511 0.222231
